ID,이탈 여부 예측,이탈 확률(%)
3187098,No,46.5
3016766,No,46.5
3361982,No,46.5
3289990,No,46.5
3115122,No,46.5
3143794,No,46.5
3290170,No,46.5
3146594,No,46.5
3175358,No,46.5
3191782,No,46.5
3211066,No,46.5
3140606,No,46.5
3295610,No,46.5
3378814,No,46.5
3293758,No,46.5
3352502,No,46.5
3191322,No,46.5
3277978,No,46.5
3015062,No,46.5
3347542,No,46.5
3383766,No,46.5
3184462,No,46.5
3225058,No,46.5
3289082,No,46.5
3290450,No,46.5
3079582,No,46.4
3182918,No,46.4
3251106,No,46.4
3109446,No,46.4
3006122,No,46.4
3269486,No,46.4
3148770,No,46.4
3005162,No,46.4
3328570,No,46.4
3029698,No,46.4
3305574,No,46.4
3064834,No,46.4
3211830,No,46.4
3173726,No,46.4
3062246,No,46.4
3104338,No,46.4
3060614,No,46.4
3277434,No,46.4
3155638,No,46.4
3081406,No,46.4
3015922,No,46.4
3293062,No,46.4
3174858,No,46.4
3192062,No,46.4
3057078,No,46.4
3013150,No,46.4
3025970,No,46.4
3154986,No,46.4
3293166,No,46.4
3136690,No,46.4
3025286,No,46.4
3037062,No,46.4
3184682,No,46.4
3361966,No,46.4
3358142,No,46.4
3161874,No,46.4
3032130,No,46.4
3275870,No,46.4
3153566,No,46.4
3137686,No,46.4
3210298,No,46.4
3252150,No,46.4
3093226,No,46.4
3233906,No,46.4
3162854,No,46.4
3317602,No,46.4
3187442,No,46.4
3195758,No,46.4
3390702,No,46.4
3008570,No,46.4
3321590,No,46.4
3126642,No,46.4
3193958,No,46.4
3250734,No,46.4
3127394,No,46.4
3168906,No,46.4
3017546,No,46.4
3179042,No,46.4
3201526,No,46.4
3051578,No,46.4
3327078,No,46.4
3149950,No,46.4
3118274,No,46.4
3103618,No,46.4
3108886,No,46.4
3005054,No,46.4
3241686,No,46.4
3048186,No,46.4
3053006,No,46.4
3201270,No,46.4
3189626,No,46.4
3169006,No,46.4
3058550,No,46.4
3127510,No,46.4
3295690,No,46.4
3030154,No,46.4
3150302,No,46.4
3258634,No,46.4
3042374,No,46.4
3059382,No,46.4
3267554,No,46.4
3114030,No,46.4
3064430,No,46.4
3101678,No,46.4
3284410,No,46.4
3304366,No,46.4
3048034,No,46.4
3036442,No,46.4
3201710,No,46.4
3389434,No,46.4
3040310,No,46.4
3109230,No,46.4
3236570,No,46.4
3172934,No,46.4
3197550,No,46.4
3121838,No,46.4
3088294,No,46.4
3209162,No,46.4
3181822,No,46.4
3248358,No,46.4
3058402,No,46.4
3284318,No,46.4
3140910,No,46.4
3378062,No,46.4
3197506,No,46.4
3165554,No,46.4
3128546,No,46.4
3085638,No,46.4
3095338,No,46.4
3118394,No,46.4
3059374,No,46.4
3195550,No,46.3
3180594,No,46.3
3094926,No,46.3
3237702,No,46.3
3395198,No,46.3
3107030,No,46.3
3184602,No,46.3
3007910,No,46.3
3179802,No,46.3
3276318,No,46.3
3164714,No,46.3
3399906,No,46.3
3012678,No,46.3
3086774,No,46.3
3226086,No,46.3
3080466,No,46.3
3012466,No,46.3
3088342,No,46.3
3175542,No,46.3
3389402,No,46.3
3076494,No,46.3
3014290,No,46.3
3206890,No,46.3
3181662,No,46.3
3309294,No,46.3
3135814,No,46.3
3149870,No,46.3
3052898,No,46.3
3196970,No,46.3
3066906,No,46.3
3224734,No,46.3
3371186,No,46.3
3289390,No,46.3
3122038,No,46.3
3275830,No,46.3
3136138,No,46.3
3364190,No,46.3
3183806,No,46.3
3047622,No,46.3
3107770,No,46.3
3195674,No,46.3
3194946,No,46.3
3181354,No,46.3
3185054,No,46.3
3231054,No,46.3
3104898,No,46.3
3074486,No,46.3
3050722,No,46.3
3074446,No,46.3
3012122,No,46.3
3167942,No,46.3
3312962,No,46.3
3379414,No,46.3
3200294,No,46.3
3366722,No,46.3
3103926,No,46.3
3278674,No,46.3
3269578,No,46.3
3334442,No,46.3
3361074,No,46.3
3160838,No,46.3
3378466,No,46.3
3219534,No,46.3
3089774,No,46.3
3157658,No,46.3
3043886,No,46.3
3353662,No,46.3
3205650,No,46.3
3091918,No,46.3
3132310,No,46.3
3353902,No,46.3
3062838,No,46.3
3091282,No,46.3
3376670,No,46.3
3140998,No,46.3
3102726,No,46.3
3159538,No,46.3
3070714,No,46.3
3285278,No,46.3
3339922,No,46.3
3051098,No,46.3
3091146,No,46.3
3185590,No,46.3
3380514,No,46.3
3119778,No,46.3
3031966,No,46.3
3099246,No,46.3
3063766,No,46.3
3335962,No,46.3
3195218,No,46.3
3249318,No,46.3
3159650,No,46.3
3079222,No,46.2
3034306,No,46.2
3112038,No,46.2
3274858,No,46.2
3170194,No,46.2
3124026,No,46.2
3038762,No,46.2
3034770,No,46.2
3078350,No,46.2
3034482,No,46.2
3058946,No,46.2
3102810,No,46.2
3040394,No,46.2
3142706,No,46.2
3157698,No,46.2
3104002,No,46.2
3392690,No,46.2
3053542,No,46.2
3393306,No,46.2
3040622,No,46.2
3364234,No,46.2
3059354,No,46.2
3243206,No,46.2
3278862,No,46.2
3267326,No,46.2
3039562,No,46.2
3078886,No,46.2
3109070,No,46.2
3258670,No,46.2
3024314,No,46.2
3197262,No,46.2
3311938,No,46.2
3077234,No,46.2
3112902,No,46.2
3031766,No,46.2
3226146,No,46.2
3083630,No,46.2
3096862,No,46.2
3064222,No,46.2
3101850,No,46.2
3005550,No,46.2
3189494,No,46.2
3355782,No,46.2
3090898,No,46.2
3012822,No,46.2
3099578,No,46.2
3229038,No,46.2
3145366,No,46.2
3342270,No,46.2
3212902,No,46.2
3292806,No,46.2
3011130,No,46.2
3145598,No,46.2
3080274,No,46.2
3162742,No,46.2
3174658,No,46.2
3227742,No,46.2
3136334,No,46.2
3380450,No,46.2
3052334,No,46.2
3155602,No,46.2
3215618,No,46.2
3000838,No,46.2
3362126,No,46.2
3205410,No,46.2
3248682,No,46.2
3161966,No,46.2
3109774,No,46.2
3010570,No,46.2
3205490,No,46.2
3093646,No,46.2
3276294,No,46.2
3361926,No,46.2
3099010,No,46.2
3068198,No,46.2
3174610,No,46.2
3019878,No,46.2
3156042,No,46.2
3026146,No,46.2
3052806,No,46.2
3187922,No,46.2
3109402,No,46.2
3251094,No,46.2
3149482,No,46.2
3101150,No,46.2
3187174,No,46.2
3194166,No,46.2
3212578,No,46.2
3018962,No,46.2
3004258,No,46.2
3127826,No,46.2
3240790,No,46.2
3346774,No,46.2
3044802,No,46.2
3337522,No,46.2
3313202,No,46.2
3163174,No,46.2
3227218,No,46.2
3024886,No,46.2
3222646,No,46.2
3111014,No,46.2
3120562,No,46.2
3125818,No,46.1
3131618,No,46.1
3237046,No,46.1
3114614,No,46.1
3303358,No,46.1
3125486,No,46.1
3007870,No,46.1
3131554,No,46.1
3112890,No,46.1
3114526,No,46.1
3129946,No,46.1
3316014,No,46.1
3128614,No,46.1
3111858,No,46.1
3120570,No,46.1
3320802,No,46.1
3130054,No,46.1
3117654,No,46.1
3179386,No,46.1
3055982,No,46.1
3340006,No,46.1
3183418,No,46.1
3390790,No,46.1
3256946,No,46.1
3087942,No,46.1
3104222,No,46.1
3102302,No,46.1
3367658,No,46.1
3275798,No,46.1
3161978,No,46.1
3052374,No,46.1
3031186,No,46.1
3161122,No,46.1
3160974,No,46.1
3219562,No,46.1
3160266,No,46.1
3210442,No,46.1
3214422,No,46.1
3041750,No,46.1
3051346,No,46.1
3086242,No,46.1
3186346,No,46.1
3104034,No,46.1
3394022,No,46.1
3042318,No,46.1
3103294,No,46.1
3167382,No,46.1
3215758,No,46.1
3078538,No,46.1
3179526,No,46.1
3209586,No,46.1
3141254,No,46.1
3021590,No,46.1
3180234,No,46.1
3208282,No,46.1
3294702,No,46.1
3207022,No,46.1
3166890,No,46.1
3026426,No,46.1
3181418,No,46.1
3166702,No,46.1
3228834,No,46.1
3030462,No,46.1
3033442,No,46.1
3011442,No,46.1
3293998,No,46.1
3186494,No,46.1
3274586,No,46.1
3148274,No,46.1
3333018,No,46.1
3176102,No,46.1
3094006,No,46.1
3291050,No,46.1
3150146,No,46.1
3366754,No,46.1
3068126,No,46.1
3082898,No,46.1
3019638,No,46.1
3106258,No,46.1
3055814,No,46.1
3101642,No,46.1
3095254,No,46.1
3106426,No,46.1
3096262,No,46.1
3197222,No,46.1
3143582,No,46.1
3331494,No,46.1
3014418,No,46.1
3152042,No,46.1
3224942,No,46.1
3084066,No,46.1
3082590,No,46.1
3170002,No,46.1
3142386,No,46.1
3191098,No,46.1
3340234,No,46.1
3286310,No,46.1
3352898,No,46.1
3267614,No,46.1
3070102,No,46.1
3056882,No,46.1
3192374,No,46.1
3256466,No,46.1
3010854,No,46.1
3192818,No,46.1
3227362,No,46.1
3101722,No,46.1
3169642,No,46.0
3367402,No,46.0
3170246,No,46.0
3170366,No,46.0
3109422,No,46.0
3171662,No,46.0
3100898,No,46.0
3130874,No,46.0
3055682,No,46.0
3368594,No,46.0
3044798,No,46.0
3338946,No,46.0
3236858,No,46.0
3113686,No,46.0
3066146,No,46.0
3215854,No,46.0
3330746,No,46.0
3127506,No,46.0
3091882,No,46.0
3157526,No,46.0
3110226,No,46.0
3378518,No,46.0
3222678,No,46.0
3155454,No,46.0
3155234,No,46.0
3285846,No,46.0
3038666,No,46.0
3154238,No,46.0
3111142,No,46.0
3153706,No,46.0
3153554,No,46.0
3110886,No,46.0
3331490,No,46.0
3253178,No,46.0
3111742,No,46.0
3054194,No,46.0
3283094,No,46.0
3166898,No,46.0
3281166,No,46.0
3053754,No,46.0
3147002,No,46.0
3371066,No,46.0
3052810,No,46.0
3037518,No,46.0
3337254,No,46.0
3285642,No,46.0
3374746,No,46.0
3220386,No,46.0
3250974,No,46.0
3148214,No,46.0
3285110,No,46.0
3127278,No,46.0
3375994,No,46.0
3164230,No,46.0
3251766,No,46.0
3036578,No,46.0
3064258,No,46.0
3179966,No,46.0
3259050,No,46.0
3180622,No,46.0
3200322,No,46.0
3135978,No,46.0
3105514,No,46.0
3068538,No,46.0
3138994,No,46.0
3068594,No,46.0
3262606,No,46.0
3315290,No,46.0
3069002,No,46.0
3119302,No,46.0
3362270,No,46.0
3021942,No,46.0
3258742,No,46.0
3115878,No,46.0
3270906,No,46.0
3114134,No,46.0
3014018,No,46.0
3132466,No,46.0
3394598,No,46.0
3120630,No,46.0
3205066,No,46.0
3186114,No,46.0
3186178,No,46.0
3204922,No,46.0
3350386,No,46.0
3188762,No,46.0
3360082,No,46.0
3194722,No,46.0
3181402,No,46.0
3122646,No,46.0
3176834,No,46.0
3172142,No,46.0
3317998,No,46.0
3225626,No,46.0
3241014,No,46.0
3212198,No,46.0
3198726,No,46.0
3196962,No,46.0
3178610,No,46.0
3249666,No,46.0
3210750,No,46.0
3102078,No,46.0
3175434,No,46.0
3261218,No,46.0
3122874,No,46.0
3264342,No,46.0
3275214,No,46.0
3199762,No,46.0
3231202,No,46.0
3209974,No,46.0
3198174,No,45.9
3117954,No,45.9
3070514,No,45.9
3151902,No,45.9
3262878,No,45.9
3198510,No,45.9
3197462,No,45.9
3190270,No,45.9
3116614,No,45.9
3201786,No,45.9
3287746,No,45.9
3268202,No,45.9
3221826,No,45.9
3048958,No,45.9
3095258,No,45.9
3092282,No,45.9
3196858,No,45.9
3196038,No,45.9
3238538,No,45.9
3153190,No,45.9
3094470,No,45.9
3093398,No,45.9
3238342,No,45.9
3075354,No,45.9
3072542,No,45.9
3241346,No,45.9
3259358,No,45.9
3078386,No,45.9
3215578,No,45.9
3177666,No,45.9
3168138,No,45.9
3214786,No,45.9
3114726,No,45.9
3258130,No,45.9
3257526,No,45.9
3360466,No,45.9
3174418,No,45.9
3124522,No,45.9
3036430,No,45.9
3055382,No,45.9
3083790,No,45.9
3257138,No,45.9
3278082,No,45.9
3036586,No,45.9
3242034,No,45.9
3272306,No,45.9
3076722,No,45.9
3316790,No,45.9
3188830,No,45.9
3090738,No,45.9
3205214,No,45.9
3120670,No,45.9
3205382,No,45.9
3348194,No,45.9
3112218,No,45.9
3162318,No,45.9
3060966,No,45.9
3271158,No,45.9
3206490,No,45.9
3183474,No,45.9
3183278,No,45.9
3206926,No,45.9
3164546,No,45.9
3254802,No,45.9
3370530,No,45.9
3036446,No,45.9
3018102,No,45.9
3044462,No,45.9
3305866,No,45.9
3000386,No,45.9
3005438,No,45.9
3006290,No,45.9
3006330,No,45.9
3000406,No,45.9
3096446,No,45.9
3018390,No,45.9
3033082,No,45.9
3237634,No,45.9
3041518,No,45.9
3131486,No,45.9
3137482,No,45.9
3138666,No,45.9
3149258,No,45.9
3029122,No,45.9
3150546,No,45.9
3233246,No,45.9
3045266,No,45.9
3229210,No,45.9
3293946,No,45.9
3303870,No,45.9
3018686,No,45.9
3005514,No,45.9
3130506,No,45.9
3304698,No,45.9
3196030,No,45.8
3245150,No,45.8
3105342,No,45.8
3052094,No,45.8
3182442,No,45.8
3176862,No,45.8
3230294,No,45.8
3305578,No,45.8
3168854,No,45.8
3091662,No,45.8
3156642,No,45.8
3092294,No,45.8
3283638,No,45.8
3206738,No,45.8
3169098,No,45.8
3080390,No,45.8
3005882,No,45.8
3018522,No,45.8
3109562,No,45.8
3130426,No,45.8
3066150,No,45.8
3227518,No,45.8
3394842,No,45.8
3302994,No,45.8
3022034,No,45.8
3009122,No,45.8
3244810,No,45.8
3159478,No,45.8
3008542,No,45.8
3023210,No,45.8
3192802,No,45.8
3193114,No,45.8
3312054,No,45.8
3249486,No,45.8
3044926,No,45.8
3076698,No,45.8
3100078,No,45.8
3195338,No,45.8
3338582,No,45.8
3201046,No,45.8
3195698,No,45.8
3137738,No,45.8
3275670,No,45.8
3097998,No,45.8
3080506,No,45.8
3293598,No,45.8
3118562,No,45.8
3148982,No,45.8
3295278,No,45.8
3301034,No,45.8
3038058,No,45.8
3117850,No,45.8
3106430,No,45.8
3150582,No,45.8
3007882,No,45.8
3183450,No,45.8
3384094,No,45.8
3213038,No,45.8
3106446,No,45.8
3184466,No,45.8
3289466,No,45.8
3152238,No,45.8
3341970,No,45.8
3261494,No,45.8
3322046,No,45.8
3094706,No,45.8
3172570,No,45.8
3193462,No,45.8
3128994,No,45.8
3129038,No,45.8
3126142,No,45.8
3129106,No,45.8
3143102,No,45.8
3031830,No,45.8
3225254,No,45.8
3231566,No,45.8
3203098,No,45.8
3248238,No,45.8
3069354,No,45.8
3326298,No,45.8
3033278,No,45.8
3147334,No,45.8
3214270,No,45.8
3165690,No,45.8
3362466,No,45.8
3353646,No,45.8
3196614,No,45.8
3282210,No,45.8
3144174,No,45.8
3023414,No,45.8
3203946,No,45.8
3397914,No,45.8
3170354,No,45.8
3332894,No,45.8
3175138,No,45.8
3194706,No,45.8
3100734,No,45.8
3382878,No,45.8
3174490,No,45.8
3174542,No,45.8
3001014,No,45.8
3252134,No,45.8
3188922,No,45.8
3240594,No,45.8
3282842,No,45.7
3193250,No,45.7
3398562,No,45.7
3309546,No,45.7
3218078,No,45.7
3275006,No,45.7
3350270,No,45.7
3165046,No,45.7
3164070,No,45.7
3395398,No,45.7
3147342,No,45.7
3131590,No,45.7
3319302,No,45.7
3030438,No,45.7
3124938,No,45.7
3116354,No,45.7
3044290,No,45.7
3084542,No,45.7
3100622,No,45.7
3175518,No,45.7
3057230,No,45.7
3191222,No,45.7
3100902,No,45.7
3028174,No,45.7
3083362,No,45.7
3107422,No,45.7
3055894,No,45.7
3171902,No,45.7
3261242,No,45.7
3350658,No,45.7
3212474,No,45.7
3278018,No,45.7
3056402,No,45.7
3027486,No,45.7
3116734,No,45.7
3169406,No,45.7
3124830,No,45.7
3099582,No,45.7
3054170,No,45.7
3035946,No,45.7
3262190,No,45.7
3030470,No,45.7
3397726,No,45.7
3177390,No,45.7
3280710,No,45.7
3054458,No,45.7
3201450,No,45.7
3297150,No,45.7
3201586,No,45.7
3085746,No,45.7
3280006,No,45.7
3116258,No,45.7
3098618,No,45.7
3043786,No,45.7
3179462,No,45.7
3206230,No,45.7
3149670,No,45.7
3183854,No,45.7
3301726,No,45.7
3110750,No,45.7
3009982,No,45.7
3381214,No,45.7
3285866,No,45.7
3158138,No,45.7
3354866,No,45.7
3270786,No,45.7
3262798,No,45.7
3074126,No,45.7
3110366,No,45.7
3161502,No,45.7
3335494,No,45.7
3363286,No,45.7
3159774,No,45.7
3316334,No,45.7
3013390,No,45.7
3284850,No,45.7
3264222,No,45.7
3116202,No,45.7
3075638,No,45.7
3335542,No,45.7
3090802,No,45.7
3260142,No,45.7
3026526,No,45.7
3064802,No,45.7
3336926,No,45.7
3103098,No,45.7
3260914,No,45.7
3121610,No,45.7
3221862,No,45.7
3120650,No,45.7
3031838,No,45.7
3162302,No,45.7
3372754,No,45.7
3197798,No,45.7
3225650,No,45.7
3355682,No,45.7
3068742,No,45.7
3385918,No,45.7
3325690,No,45.7
3398966,No,45.7
3011158,No,45.7
3104470,No,45.7
3283482,No,45.7
3223498,No,45.6
3379282,No,45.6
3226322,No,45.6
3132278,No,45.6
3155718,No,45.6
3034506,No,45.6
3203370,No,45.6
3263406,No,45.6
3199094,No,45.6
3137574,No,45.6
3012322,No,45.6
3339794,No,45.6
3002190,No,45.6
3240282,No,45.6
3128118,No,45.6
3083482,No,45.6
3357406,No,45.6
3055474,No,45.6
3131130,No,45.6
3123758,No,45.6
3392606,No,45.6
3173322,No,45.6
3028866,No,45.6
3173742,No,45.6
3386314,No,45.6
3108010,No,45.6
3072286,No,45.6
3095514,No,45.6
3134630,No,45.6
3356106,No,45.6
3109154,No,45.6
3134654,No,45.6
3150714,No,45.6
3131034,No,45.6
3384782,No,45.6
3233298,No,45.6
3396634,No,45.6
3174142,No,45.6
3224594,No,45.6
3104278,No,45.6
3137890,No,45.6
3128538,No,45.6
3150550,No,45.6
3235186,No,45.6
3174518,No,45.6
3302162,No,45.6
3029806,No,45.6
3136914,No,45.6
3218826,No,45.6
3291674,No,45.6
3282586,No,45.6
3001706,No,45.6
3162086,No,45.6
3231546,No,45.6
3052370,No,45.6
3238982,No,45.6
3106098,No,45.6
3194754,No,45.6
3159666,No,45.6
3098966,No,45.6
3391546,No,45.6
3254798,No,45.6
3026358,No,45.6
3164710,No,45.6
3178006,No,45.6
3159942,No,45.6
3062502,No,45.6
3338154,No,45.6
3216594,No,45.6
3239138,No,45.6
3265034,No,45.6
3219738,No,45.6
3335598,No,45.6
3010974,No,45.6
3074242,No,45.6
3100126,No,45.6
3176662,No,45.6
3006874,No,45.6
3371546,No,45.6
3139238,No,45.6
3344866,No,45.6
3086054,No,45.6
3377746,No,45.6
3021866,No,45.6
3130170,No,45.6
3123134,No,45.6
3132486,No,45.6
3005658,No,45.6
3294906,No,45.6
3334770,No,45.6
3156790,No,45.6
3059894,No,45.6
3108094,No,45.6
3114930,No,45.5
3231690,No,45.5
3140202,No,45.5
3003378,No,45.5
3365874,No,45.5
3241886,No,45.5
3273674,No,45.5
3021774,No,45.5
3241666,No,45.5
3185310,No,45.5
3208086,No,45.5
3241098,No,45.5
3079442,No,45.5
3039642,No,45.5
3059618,No,45.5
3236402,No,45.5
3183174,No,45.5
3232254,No,45.5
3137602,No,45.5
3232242,No,45.5
3362950,No,45.5
3026442,No,45.5
3103658,No,45.5
3031166,No,45.5
3012174,No,45.5
3138550,No,45.5
3258418,No,45.5
3241294,No,45.5
3081242,No,45.5
3342442,No,45.5
3243070,No,45.5
3233050,No,45.5
3120446,No,45.5
3021578,No,45.5
3183046,No,45.5
3241214,No,45.5
3209694,No,45.5
3342206,No,45.5
3076482,No,45.5
3085786,No,45.5
3348434,No,45.5
3022478,No,45.5
3376490,No,45.5
3149030,No,45.5
3335054,No,45.5
3369762,No,45.5
3281270,No,45.5
3031562,No,45.5
3377010,No,45.5
3145526,No,45.5
3389594,No,45.5
3149186,No,45.5
3246914,No,45.5
3086138,No,45.5
3215298,No,45.5
3396854,No,45.5
3248674,No,45.5
3165194,No,45.5
3164270,No,45.5
3087846,No,45.5
3284634,No,45.5
3064930,No,45.5
3089054,No,45.5
3051730,No,45.5
3041198,No,45.5
3127014,No,45.5
3292810,No,45.5
3159282,No,45.5
3065310,No,45.5
3051254,No,45.5
3117090,No,45.5
3163114,No,45.5
3262882,No,45.5
3337686,No,45.5
3158790,No,45.5
3125062,No,45.5
3201286,No,45.5
3340634,No,45.5
3011838,No,45.5
3084162,No,45.5
3118354,No,45.5
3150454,No,45.5
3355966,No,45.5
3130778,No,45.5
3152698,No,45.5
3083730,No,45.5
3224966,No,45.5
3154050,No,45.5
3065894,No,45.5
3327934,No,45.5
3071422,No,45.5
3031826,No,45.5
3095738,No,45.5
3048070,No,45.5
3189534,No,45.5
3144054,No,45.5
3112274,No,45.5
3261854,No,45.5
3394590,No,45.5
3094010,No,45.5
3271802,No,45.4
3061582,No,45.4
3074382,No,45.4
3204802,No,45.4
3013206,No,45.4
3077322,No,45.4
3185294,No,45.4
3120790,No,45.4
3244062,No,45.4
3375610,No,45.4
3077538,No,45.4
3017434,No,45.4
3185450,No,45.4
3205210,No,45.4
3076090,No,45.4
3003762,No,45.4
3027058,No,45.4
3068274,No,45.4
3068366,No,45.4
3194934,No,45.4
3156074,No,45.4
3288270,No,45.4
3118650,No,45.4
3307618,No,45.4
3108502,No,45.4
3156826,No,45.4
3334950,No,45.4
3291766,No,45.4
3288858,No,45.4
3194022,No,45.4
3032210,No,45.4
3148890,No,45.4
3155466,No,45.4
3065382,No,45.4
3182102,No,45.4
3237342,No,45.4
3181826,No,45.4
3075370,No,45.4
3060370,No,45.4
3019530,No,45.4
3198882,No,45.4
3082642,No,45.4
3180226,No,45.4
3339618,No,45.4
3175546,No,45.4
3279290,No,45.4
3144366,No,45.4
3130630,No,45.4
3256358,No,45.4
3144586,No,45.4
3176502,No,45.4
3125338,No,45.4
3168126,No,45.4
3201354,No,45.4
3273534,No,45.4
3141698,No,45.4
3343890,No,45.4
3113318,No,45.4
3213958,No,45.4
3261742,No,45.4
3104954,No,45.4
3213866,No,45.4
3340334,No,45.4
3170694,No,45.4
3142366,No,45.4
3142546,No,45.4
3036342,No,45.4
3056730,No,45.4
3143546,No,45.4
3071734,No,45.4
3172398,No,45.4
3003258,No,45.4
3029290,No,45.4
3172850,No,45.4
3203074,No,45.4
3054314,No,45.4
3117118,No,45.4
3108894,No,45.4
3268794,No,45.4
3147414,No,45.4
3283214,No,45.4
3078458,No,45.4
3258758,No,45.4
3162390,No,45.4
3204198,No,45.4
3261314,No,45.4
3262490,No,45.4
3027658,No,45.4
3133266,No,45.4
3088150,No,45.4
3371174,No,45.4
3064306,No,45.4
3283386,No,45.4
3204574,No,45.4
3164862,No,45.4
3250862,No,45.4
3069562,No,45.4
3087466,No,45.4
3147722,No,45.4
3233506,No,45.4
3262278,No,45.4
3116238,No,45.4
3125538,No,45.4
3353234,No,45.4
3120162,No,45.4
3166838,No,45.4
3294810,No,45.4
3190930,No,45.3
3104558,No,45.3
3073218,No,45.3
3202394,No,45.3
3074670,No,45.3
3066582,No,45.3
3394546,No,45.3
3354158,No,45.3
3073062,No,45.3
3248046,No,45.3
3014334,No,45.3
3196530,No,45.3
3300526,No,45.3
3062658,No,45.3
3357786,No,45.3
3166598,No,45.3
3166062,No,45.3
3043554,No,45.3
3328106,No,45.3
3055234,No,45.3
3113962,No,45.3
3227662,No,45.3
3292630,No,45.3
3398006,No,45.3
3110086,No,45.3
3083422,No,45.3
3250158,No,45.3
3285414,No,45.3
3392514,No,45.3
3044038,No,45.3
3098042,No,45.3
3157550,No,45.3
3222766,No,45.3
3342386,No,45.3
3380622,No,45.3
3097062,No,45.3
3043570,No,45.3
3084674,No,45.3
3055130,No,45.3
3310194,No,45.3
3254018,No,45.3
3218230,No,45.3
3293146,No,45.3
3164150,No,45.3
3112382,No,45.3
3020462,No,45.3
3087738,No,45.3
3098430,No,45.3
3125726,No,45.3
3292874,No,45.3
3090498,No,45.3
3369282,No,45.3
3090098,No,45.3
3145362,No,45.3
3109982,No,45.3
3113518,No,45.3
3336170,No,45.3
3215226,No,45.3
3160046,No,45.3
3395842,No,45.3
3254390,No,45.3
3241350,No,45.3
3128910,No,45.3
3102950,No,45.3
3131770,No,45.3
3207254,No,45.3
3001710,No,45.3
3058690,No,45.3
3095734,No,45.3
3094514,No,45.3
3060226,No,45.3
3364374,No,45.3
3289882,No,45.3
3121426,No,45.3
3306506,No,45.3
3041910,No,45.3
3096758,No,45.3
3104390,No,45.3
3047994,No,45.3
3180930,No,45.3
3181190,No,45.3
3297378,No,45.3
3181282,No,45.3
3230862,No,45.3
3179330,No,45.3
3034642,No,45.2
3386014,No,45.2
3197786,No,45.2
3160370,No,45.2
3068518,No,45.2
3066246,No,45.2
3219550,No,45.2
3354594,No,45.2
3117358,No,45.2
3151790,No,45.2
3161802,No,45.2
3331670,No,45.2
3068842,No,45.2
3046278,No,45.2
3336190,No,45.2
3090726,No,45.2
3308658,No,45.2
3238266,No,45.2
3382154,No,45.2
3382450,No,45.2
3097346,No,45.2
3379522,No,45.2
3378942,No,45.2
3088894,No,45.2
3050838,No,45.2
3014258,No,45.2
3396730,No,45.2
3290782,No,45.2
3117538,No,45.2
3263970,No,45.2
3288850,No,45.2
3158978,No,45.2
3111874,No,45.2
3010362,No,45.2
3025462,No,45.2
3110042,No,45.2
3096154,No,45.2
3225686,No,45.2
3291090,No,45.2
3110690,No,45.2
3320002,No,45.2
3039938,No,45.2
3136682,No,45.2
3084106,No,45.2
3209522,No,45.2
3171230,No,45.2
3398042,No,45.2
3171774,No,45.2
3241934,No,45.2
3172918,No,45.2
3172954,No,45.2
3077978,No,45.2
3172962,No,45.2
3114258,No,45.2
3239462,No,45.2
3110514,No,45.2
3349326,No,45.2
3001522,No,45.2
3173802,No,45.2
3073058,No,45.2
3057118,No,45.2
3276690,No,45.2
3176446,No,45.2
3058614,No,45.2
3188650,No,45.2
3209746,No,45.2
3364430,No,45.2
3059686,No,45.2
3171038,No,45.2
3229650,No,45.2
3144558,No,45.2
3232858,No,45.2
3112738,No,45.2
3146990,No,45.2
3309466,No,45.2
3247790,No,45.2
3370422,No,45.2
3060822,No,45.2
3087554,No,45.2
3248850,No,45.2
3139370,No,45.2
3255354,No,45.2
3239834,No,45.2
3109686,No,45.2
3044882,No,45.2
3192586,No,45.2
3024534,No,45.2
3207586,No,45.2
3136902,No,45.2
3063814,No,45.2
3181530,No,45.2
3317114,No,45.1
3349390,No,45.1
3007082,No,45.1
3014470,No,45.1
3299118,No,45.1
3394322,No,45.1
3274950,No,45.1
3306250,No,45.1
3393470,No,45.1
3255962,No,45.1
3265678,No,45.1
3313734,No,45.1
3370690,No,45.1
3301274,No,45.1
3255238,No,45.1
3348338,No,45.1
3353038,No,45.1
3002958,No,45.1
3014706,No,45.1
3388734,No,45.1
3395010,No,45.1
3278254,No,45.1
3366046,No,45.1
3395346,No,45.1
3389346,No,45.1
3251230,No,45.1
3365802,No,45.1
3301974,No,45.1
3386870,No,45.1
3399994,No,45.1
3147942,No,45.1
3104910,No,45.1
3069994,No,45.1
3112090,No,45.1
3100906,No,45.1
3058414,No,45.1
3131422,No,45.1
3033270,No,45.1
3039098,No,45.1
3163734,No,45.1
3091062,No,45.1
3164106,No,45.1
3043702,No,45.1
3051658,No,45.1
3032842,No,45.1
3153238,No,45.1
3054386,No,45.1
3132782,No,45.1
3119802,No,45.1
3080690,No,45.1
3093258,No,45.1
3191058,No,45.1
3030166,No,45.1
3090018,No,45.1
3121666,No,45.1
3192662,No,45.1
3188294,No,45.1
3240774,No,45.1
3150070,No,45.1
3159902,No,45.1
3155554,No,45.1
3194670,No,45.1
3172194,No,45.1
3190574,No,45.1
3066930,No,45.1
3154942,No,45.1
3213490,No,45.1
3036826,No,45.1
3076802,No,45.1
3076702,No,45.1
3171834,No,45.1
3171634,No,45.1
3131566,No,45.1
